	organism	tem
5014	Streptococcus pneumoniae SPN032672	0
5015	Streptococcus pneumoniae SPN033038	0
5016	Streptococcus pneumoniae SPN034156	0
5017	Streptococcus pneumoniae SPN034183	0
5018	Streptococcus pneumoniae SPN994038	0
5019	Streptococcus pneumoniae SPN994039	0
5020	Streptococcus pneumoniae ST556	0
5021	Streptococcus pneumoniae Taiwan19F-14	0
5022	Streptococcus pneumoniae TCH8431/19A	0
5023	Streptococcus pneumoniae TIGR4	0
5024	Streptococcus pseudopneumoniae IS7493	0
5025	Streptococcus pyogenes	0
5026	Streptococcus pyogenes A20	0
5027	Streptococcus pyogenes Alab49	0
5028	Streptococcus pyogenes HSC5	0
5029	Streptococcus pyogenes JRS4	0
5030	Streptococcus pyogenes M1 476	0
5031	Streptococcus pyogenes M1 GAS	0
5032	Streptococcus pyogenes MGAS10270	0
5033	Streptococcus pyogenes MGAS10394	0
5034	Streptococcus pyogenes MGAS10750	0
5035	Streptococcus pyogenes MGAS15252	0
5036	Streptococcus pyogenes MGAS1882	0
5037	Streptococcus pyogenes MGAS315	0
5038	Streptococcus pyogenes MGAS5005	0
5039	Streptococcus pyogenes MGAS6180	0
5040	Streptococcus pyogenes MGAS8232	0
5041	Streptococcus pyogenes MGAS9429	0
5042	Streptococcus pyogenes NZ131	0
5043	Streptococcus pyogenes SSI-1	0
5044	Streptococcus pyogenes STAB902	0
5045	Streptococcus pyogenes str. Manfredo	0
5046	Streptococcus salivarius	0
5047	Streptococcus salivarius CCHSS3	0
5048	Streptococcus salivarius JIM8777	0
5049	Streptococcus sanguinis SK36	0
5050	Streptococcus sp. A12	404ERROR
5051	Streptococcus sp. FDAARGOS_192	404ERROR
5052	Streptococcus sp. 'group B'	404ERROR
5053	Streptococcus sp. I-G2	404ERROR
5054	Streptococcus sp. I-P16	404ERROR
5055	Streptococcus sp. NPS 308	404ERROR
5056	Streptococcus sp. oral taxon 431	404ERROR
5057	Streptococcus suis	0
5058	Streptococcus suis 05HAS68	0
5059	Streptococcus suis 6407	0
5060	Streptococcus suis A7	0
5061	Streptococcus suis BM407	0
5062	Streptococcus suis D12	0
5063	Streptococcus suis D9	0
5064	Streptococcus suis GZ1	0
5065	Streptococcus suis JS14	0
5066	Streptococcus suis P1/7	0
5067	Streptococcus suis S735	0
5068	Streptococcus suis SC070731	0
5069	Streptococcus suis SC84	0
5070	Streptococcus suis SS12	0
5071	Streptococcus suis ST1	0
5072	Streptococcus suis ST3	0
5073	Streptococcus suis T15	0
5074	Streptococcus suis TL13	0
5075	Streptococcus suis YB51	0
5076	Streptococcus thermophilus	['42', '46']
5077	Streptococcus thermophilus ASCC 1275	['42', '46']
5078	Streptococcus thermophilus CNRZ1066	['42', '46']
5079	Streptococcus thermophilus JIM 8232	['42', '46']
5080	Streptococcus thermophilus LMD-9	['42', '46']
5081	Streptococcus thermophilus LMG 18311	['42', '46']
5082	Streptococcus thermophilus MN-ZLW-002	['42', '46']
5083	Streptococcus thermophilus ND03	['42', '46']
5084	Streptococcus uberis	0
5085	Streptococcus uberis 0140J	0
5086	Streptomyces albireticuli	0
5087	Streptomyces alboflavus	0
5088	Streptomyces albulus	0
5089	Streptomyces albulus ZPM	0
5090	Streptomyces albus	0
5091	Streptomyces albus J1074	0
5092	Streptomyces ambofaciens	0
5093	Streptomyces ambofaciens ATCC 23877	0
5094	Streptomyces autolyticus	404ERROR
5095	Streptomyces avermitilis MA-4680 = NBRC 14893	0
5096	Streptomyces bingchenggensis BCW-1	404ERROR
5097	Streptomyces cattleya NRRL 8057 = DSM 46488	0
5098	Streptomyces chartreusis	0
5099	Streptomyces chartreusis NRRL 3882	0
5100	Streptomyces clavuligerus	0
5101	Streptomyces coelicolor A3(2)	0
5102	Streptomyces collinus Tu 365	0
5103	Streptomyces cyaneogriseus subsp. noncyanogenus	404ERROR
5104	Streptomyces formicae	0
5105	Streptomyces fulvissimus DSM 40593	0
5106	Streptomyces gilvosporeus	404ERROR
5107	Streptomyces glaucescens	0
5108	Streptomyces globisporus C-1027	0
5109	Streptomyces griseochromogenes	0
5110	Streptomyces griseus subsp. griseus NBRC 13350	0
5111	Streptomyces hygroscopicus	0
5112	Streptomyces hygroscopicus subsp. jinggangensis 5008	0
5113	Streptomyces hygroscopicus subsp. jinggangensis TL01	0
5114	Streptomyces hygroscopicus subsp. limoneus	0
5115	Streptomyces lavendulae subsp. lavendulae	['20', '43', '37']
5116	Streptomyces leeuwenhoekii	0
5117	Streptomyces lincolnensis	0
5118	Streptomyces lividans TK24	404ERROR
5119	Streptomyces lunaelactis	0
5120	Streptomyces lydicus	0
5121	Streptomyces malaysiensis	0
5122	Streptomyces niveus	0
5123	Streptomyces noursei ATCC 11455	0
5124	Streptomyces olivaceus	0
5125	Streptomyces pactum	0
5126	Streptomyces parvulus	0
5127	Streptomyces peucetius subsp. caesius ATCC 27952	0
5128	Streptomyces pluripotens	0
5129	Streptomyces pratensis ATCC 33331	0
5130	Streptomyces pristinaespiralis	404ERROR
5131	Streptomyces puniciscabiei	0
5132	Streptomyces reticuli	404ERROR
5133	Streptomyces rubrolavendulae	404ERROR
5134	Streptomyces sampsonii	0
5135	Streptomyces scabiei 87.22	0
5136	Streptomyces silaceus	0
5137	Streptomyces sp. 3211	404ERROR
5138	Streptomyces sp. 452	404ERROR
5139	Streptomyces sp. 4F	404ERROR
5140	Streptomyces sp. 769	404ERROR
5141	Streptomyces sp. CCM_MD2014	404ERROR
5142	Streptomyces sp. CdTB01	404ERROR
5143	Streptomyces sp. CFMR 7	404ERROR
5144	Streptomyces sp. CLI2509	404ERROR
5145	Streptomyces sp. CMB-StM0423	404ERROR
5146	Streptomyces sp. CNQ-509	404ERROR
5147	Streptomyces sp. fd1-xmd	404ERROR
5148	Streptomyces sp. FR-008	404ERROR
5149	Streptomyces sp. HNM0039	404ERROR
5150	Streptomyces sp. M56	404ERROR
5151	Streptomyces sp. Mg1	404ERROR
5152	Streptomyces sp. MOE7	404ERROR
5153	Streptomyces sp. P3	404ERROR
5154	Streptomyces sp. PAMC 26508	404ERROR
5155	Streptomyces sp. RTd22	404ERROR
5156	Streptomyces sp. S10(2016)	404ERROR
5157	Streptomyces sp. S8	404ERROR
5158	Streptomyces sp. SAT1	404ERROR
5159	Streptomyces sp. SCSIO 03032	404ERROR
5160	Streptomyces sp. Sge12	404ERROR
5161	Streptomyces sp. SirexAA-E	404ERROR
5162	Streptomyces sp. TN58	404ERROR
5163	Streptomyces sp. Tue 6075	404ERROR
5164	Streptomyces sp. WAC00288	404ERROR
5165	Streptomyces sp. XZHG99	404ERROR
5166	Streptomyces venezuelae	0
5167	Streptomyces vietnamensis	0
5168	Streptomyces violaceoruber	0
5169	Streptomyces violaceusniger Tu 4113	0
5170	Streptomyces xiamenensis	0
5171	Streptomyces xinghaiensis S187	0
5172	Streptosporangium roseum DSM 43021	404ERROR
5173	Sulfitobacter pseudonitzschiae	404ERROR
5174	Sulfitobacter sp. AM1-D1	404ERROR
5175	Sulfolobus acidocaldarius	['80', '90']
5176	Sulfolobus acidocaldarius DSM 639	['80', '90']
5177	Sulfolobus acidocaldarius N8	['80', '90']
5178	Sulfolobus acidocaldarius Ron12/I	['80', '90']
5179	Sulfolobus islandicus LAL14/1	['80', '80']
5180	Sulfolobus islandicus L.S.2.15	['80', '80']
5181	Sulfolobus islandicus M.14.25	['80', '80']
5182	Sulfolobus islandicus M.16.27	['80', '80']
5183	Sulfolobus islandicus REY15A	['80', '80']
5184	Sulfolobus islandicus Y.G.57.14	['80', '80']
5185	Sulfolobus islandicus Y.N.15.51	['80', '80']
5186	Sulfolobus solfataricus	0
5187	Sulfolobus solfataricus 98/2	0
5188	Sulfolobus solfataricus P2	0
5189	Sulfolobus sp. A20	404ERROR
5190	Sulfolobus tokodaii str. 7	0
5191	Sulfuricaulis limicola	404ERROR
5192	Sulfuricella denitrificans skB26	404ERROR
5193	Sulfuricurvum kujiense DSM 16994	0
5194	Sulfuriferula sp. AH1	404ERROR
5195	Sulfurifustis variabilis	404ERROR
5196	Sulfurihydrogenibium azorense Az-Fu1	404ERROR
5197	Sulfurihydrogenibium sp. YO3AOP1	404ERROR
5198	Sulfurimonas autotrophica DSM 16294	0
5199	Sulfurimonas denitrificans DSM 1251	404ERROR
5200	Sulfuritalea hydrogenivorans sk43H	404ERROR
5201	Sulfurospirillum barnesii SES-3	0
5202	Sulfurospirillum cavolei	404ERROR
5203	Sulfurospirillum deleyianum DSM 6946	404ERROR
5204	Sulfurospirillum halorespirans DSM 13726	404ERROR
5205	Sulfurospirillum multivorans DSM 12446	404ERROR
5206	Sulfurospirillum sp. JPD-1	404ERROR
5207	Sulfurospirillum sp. SL2-1	404ERROR
5208	Sulfurospirillum sp. UCH001	404ERROR
5209	Sulfurovum lithotrophicum	0
5210	Sulfurovum sp. NBC37-1	404ERROR
5211	Symbiobacterium thermophilum IAM 14863	0
5212	Synechococcus elongatus PCC 6301	404ERROR
5213	Synechococcus elongatus PCC 7942	404ERROR
5214	Synechococcus lividus PCC 6715	404ERROR
5215	Synechococcus sp. CC9311	404ERROR
5216	Synechococcus sp. CC9605	404ERROR
5217	Synechococcus sp. CC9902	404ERROR
5218	Synechococcus sp. JA-2-3B'a(2-13)	404ERROR
5219	Synechococcus sp. JA-3-3Ab	404ERROR
5220	Synechococcus sp. KORDI-100	404ERROR
5221	Synechococcus sp. KORDI-49	404ERROR
5222	Synechococcus sp. KORDI-52	404ERROR
5223	Synechococcus sp. NIES-970	404ERROR
5224	Synechococcus sp. PCC 6312	404ERROR
5225	Synechococcus sp. PCC 7002	404ERROR
5226	Synechococcus sp. PCC 7003	404ERROR
5227	Synechococcus sp. PCC 7117	404ERROR
5228	Synechococcus sp. PCC 73109	404ERROR
5229	Synechococcus sp. PCC 7502	404ERROR
5230	Synechococcus sp. PCC 8807	404ERROR
5231	Synechococcus sp. RCC307	404ERROR
5232	Synechococcus sp. SynAce01	404ERROR
5233	Synechococcus sp. UTEX 2973	404ERROR
5234	Synechococcus sp. WH 7803	404ERROR
5235	Synechococcus sp. WH 8102	404ERROR
5236	Synechococcus sp. WH 8103	404ERROR
5237	Synechococcus sp. WH 8109	404ERROR
5238	Synechocystis sp. IPPAS B-1465	404ERROR
5239	Synechocystis sp. PCC 6714	404ERROR
5240	Synechocystis sp. PCC 6803	404ERROR
5241	Synechocystis sp. PCC 6803 substr. GT-I	404ERROR
5242	Synechocystis sp. PCC 6803 substr. PCC-N	404ERROR
5243	Synechocystis sp. PCC 6803 substr. PCC-P	404ERROR
5244	Syntrophobacter fumaroxidans MPOB	0
5245	Syntrophobotulus glycolicus DSM 8271	404ERROR
5246	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	0
5247	Syntrophothermus lipocalidus DSM 12680	0
5248	Syntrophus aciditrophicus SB	0
5249	Tamlana sp. UJ94	404ERROR
5250	Tannerella forsythia 3313	0
5251	Tannerella forsythia 92A2	0
5252	Tannerella forsythia KS16	0
5253	Tateyamaria omphalii	404ERROR
5254	Tatlockia micdadei	0
5255	Tatumella citrea	404ERROR
5256	Taylorella asinigenitalis MCE3	0
5257	Taylorella equigenitalis	0
5258	Taylorella equigenitalis ATCC 35865	0
5259	Taylorella equigenitalis MCE9	0
5260	Tenacibaculum dicentrarchi	404ERROR
5261	Tenacibaculum jejuense	404ERROR
5262	Tenacibaculum maritimum	404ERROR
5263	Tenacibaculum sp. LPB0136	404ERROR
5264	Tenericutes bacterium MO-XQ	404ERROR
5265	Tenericutes bacterium MZ-XQ	404ERROR
5266	Tepidanaerobacter acetatoxydans Re1	0
5267	Teredinibacter turnerae T7901	404ERROR
5268	Terribacillus aidingensis	0
5269	Terriglobus roseus DSM 18391	404ERROR
5270	Terriglobus saanensis SP1PR4	404ERROR
5271	Tessaracoccus flavescens	0
5272	Tessaracoccus flavus	0
5273	Tessaracoccus sp. Marseille-P5995	404ERROR
5274	Tessaracoccus sp. NSG39	404ERROR
5275	Tessaracoccus sp. T2.5-30	404ERROR
5276	Tetragenococcus halophilus	0
5277	Tetragenococcus halophilus NBRC 12172	0
5278	Thalassococcus sp. SH-1	404ERROR
5279	Thalassolituus oleivorans	0
5280	Thalassolituus oleivorans MIL-1	0
5281	Thalassolituus oleivorans R6-15	0
5282	Thalassospira sp. CSC3H3	404ERROR
5283	Thalassospira xiamenensis M-5 = DSM 17429	404ERROR
5284	Thalassotalea crassostreae	0
5285	Thauera aromatica K172	0
5286	Thauera chlorobenzoica	0
5287	Thauera humireducens	0
5288	Thauera sp. K11	404ERROR
5289	Thauera sp. MZ1T	404ERROR
5290	Thermacetogenium phaeum DSM 12270	0
5291	Thermaerobacter marianensis DSM 12885	404ERROR
5292	Thermanaerovibrio acidaminovorans DSM 6589	404ERROR
5293	Thermincola potens JR	404ERROR
5294	Thermoanaerobacter brockii subsp. finnii Ako-1	['80', '70', '115']
5295	Thermoanaerobacter italicus Ab9	['78', '70']
5296	Thermoanaerobacterium thermosaccharolyticum	0
5297	Thermoanaerobacterium thermosaccharolyticum DSM 571	0
5298	Thermoanaerobacterium thermosaccharolyticum M0795	0
5299	Thermoanaerobacterium xylanolyticum LX-11	404ERROR
5300	Thermoanaerobacter kivui	['72', '66']
5301	Thermoanaerobacter mathranii subsp. mathranii str. A3	['75', '75']
5302	Thermoanaerobacter pseudethanolicus ATCC 33223	0
5303	Thermoanaerobacter sp. X513	404ERROR
5304	Thermoanaerobacter sp. X514	404ERROR
5305	Thermoanaerobacter wiegelii Rt8.B1	404ERROR
5306	Thermobacillus composti KWC4	404ERROR
5307	Thermobaculum terrenum ATCC BAA-798	404ERROR
5308	Thermobifida fusca YX	404ERROR
5309	Thermobispora bispora DSM 43833	404ERROR
5310	Thermococcus barophilus	['90', '85', '100']
5311	Thermococcus barophilus MP	['90', '85', '100']
5312	Thermococcus barossii	0
5313	Thermococcus celer	['90', '93', '88']
5314	Thermococcus chitonophagus	['120']
5315	Thermococcus cleftensis	404ERROR
5316	Thermococcus eurythermalis	404ERROR
5317	Thermococcus gammatolerans EJ3	['95', '88', '80', '95', '100']
5318	Thermococcus gorgonarius	0
5319	Thermococcus guaymasensis DSM 11113	0
5320	Thermococcus kodakarensis KOD1	['100', '85']
5321	Thermococcus litoralis DSM 5473	['100', '95', '100', '88']
5322	Thermococcus nautili	404ERROR
5323	Thermococcus onnurineus NA1	404ERROR
5324	Thermococcus pacificus	0
5325	Thermococcus paralvinellae	404ERROR
5326	Thermococcus peptonophilus	0
5327	Thermococcus piezophilus	404ERROR
5328	Thermococcus profundus	['80']
5329	Thermococcus radiotolerans	0
5330	Thermococcus sibiricus MM 739	0
5331	Thermococcus siculi	0
5332	Thermococcus sp. 2319x1	404ERROR
5333	Thermococcus sp. 4557	404ERROR
5334	Thermococcus sp. 5-4	404ERROR
5335	Thermococcus sp. AM4	404ERROR
5336	Thermococcus sp. EXT12c	404ERROR
5337	Thermococcus sp. P6	404ERROR
5338	Thermococcus thioreducens	0
5339	Thermocrinis albus DSM 14484	0
5340	Thermocrinis ruber	['89']
5341	Thermodesulfatator indicus DSM 15286	404ERROR
5342	Thermodesulfobacterium commune DSM 2178	['70']
5343	Thermodesulfobacterium geofontis OPF15	404ERROR
5344	Thermodesulfobium acidiphilum	0
5345	Thermodesulfobium narugense DSM 14796	0
5346	Thermodesulfovibrio yellowstonii DSM 11347	404ERROR
5347	Thermofilum adornatus	404ERROR
5348	Thermofilum carboxyditrophus 1505	404ERROR
5349	Thermofilum pendens Hrk 5	0
5350	Thermofilum uzonense	404ERROR
5351	Thermogladius calderae 1633	404ERROR
5352	Thermogutta terrifontis	404ERROR
5353	Thermomicrobium roseum DSM 5159	404ERROR
5354	Thermomonospora curvata DSM 43183	404ERROR
5355	Thermoplasma acidophilum DSM 1728	['59', '56']
5356	Thermoplasmatales archaeon BRNA1	404ERROR
5357	Thermoplasma volcanium GSS1	['25', '102', '57', '67', '60']
5358	Thermoproteus tenax Kra 1	['95', '85']
5359	Thermoproteus uzoniensis 768-20	['95', '85']
5360	Thermosediminibacter oceani DSM 16646	404ERROR
5361	Thermosipho africanus TCF52B	404ERROR
5362	Thermosipho melanesiensis	404ERROR
5363	Thermosipho melanesiensis BI429	404ERROR
5364	Thermosipho sp. 1063	404ERROR
5365	Thermosipho sp. 1070	404ERROR
5366	Thermosphaera aggregans DSM 11486	['92']
5367	Thermosulfidibacter takaii ABI70S6	404ERROR
5368	Thermosynechococcus elongatus BP-1	0
5369	Thermotoga caldifontis AZM44c09	404ERROR
5370	Thermotoga maritima	['80', '90']
5371	Thermotoga maritima MSB8	['80', '90']
5372	Thermotoga naphthophila RKU-10	0
5373	Thermotoga neapolitana DSM 4359	['95', '77']
5374	Thermotoga petrophila RKU-1	0
5375	Thermotoga profunda AZM34c06	404ERROR
5376	Thermotoga sp. 2812B	404ERROR
5377	Thermotoga sp. Cell2	404ERROR
5378	Thermotoga sp. RQ2	404ERROR
5379	Thermotoga sp. RQ7	404ERROR
5380	Thermovibrio ammonificans HB-1	404ERROR
5381	Thermovirga lienii DSM 17291	404ERROR
5382	Thermus aquaticus Y51MC23	['55', '70', '50', '80']
5383	Thermus brockianus	404ERROR
5384	Thermus oshimai JL-2	404ERROR
5385	Thermus parvatiensis	404ERROR
5386	Thermus scotoductus SA-01	404ERROR
5387	Thermus sp. CCB_US3_UF1	404ERROR
5388	Thermus thermophilus	['65', '80']
5389	Thermus thermophilus HB27	['65', '80']
5390	Thermus thermophilus HB8	['65', '80']
5391	Thermus thermophilus JL-18	['65', '80']
5392	Thermus thermophilus SG0.5JP17-16	['65', '80']
5393	Thioalkalivibrio nitratireducens DSM 14787	404ERROR
5394	Thioalkalivibrio paradoxus ARh 1	0
5395	Thioalkalivibrio sp. K90mix	404ERROR
5396	Thioalkalivibrio sulfidiphilus HL-EbGr7	404ERROR
5397	Thioalkalivibrio versutus	0
5398	Thiobacillus denitrificans ATCC 25259	0
5399	Thiobacimonas profunda	404ERROR
5400	Thioclava nitratireducens	404ERROR
5401	Thiocystis violascens DSM 198	404ERROR
5402	Thioflavicoccus mobilis 8321	404ERROR
5403	Thiohalobacter thiocyanaticus	404ERROR
5404	Thiolapillus brandeum	404ERROR
5405	Thiomicrospira aerophila AL3	0
5406	Thiomicrospira cyclica ALM1	404ERROR
5407	Thiomonas intermedia	0
5408	Thiomonas intermedia K12	0
5409	Thioploca ingrica	404ERROR
5410	Tistrella mobilis KA081020-065	404ERROR
5411	Tolumonas auensis DSM 9187	0
5412	Treponema azotonutricium ZAS-9	0
5413	Treponema brennaborense DSM 12168	404ERROR
5414	Treponema caldarium DSM 7334	404ERROR
5415	Treponema denticola ATCC 35405	0
5416	Treponema pallidum subsp. pallidum str. Sea 81-4	0
5417	Treponema paraluiscuniculi Cuniculi A	404ERROR
5418	Treponema pedis str. T A4	404ERROR
5419	Treponema primitia ZAS-2	0
5420	Treponema putidum	404ERROR
5421	Treponema sp. OMZ 838	404ERROR
5422	Treponema succinifaciens DSM 2489	404ERROR
5423	Trichodesmium erythraeum IMS101	0
5424	Trichormus variabilis ATCC 29413	404ERROR
5425	Tropheryma whipplei str. Twist	0
5426	Tropheryma whipplei TW08/27	0
5427	Truepera radiovictrix DSM 17093	404ERROR
5428	Trueperella pyogenes	0
5429	Trueperella pyogenes TP8	0
5430	Tsukamurella paurometabola DSM 20162	404ERROR
5431	Tsukamurella tyrosinosolvens	0
5432	Tumebacillus algifaecis	404ERROR
5433	Tumebacillus sp. AR23208	404ERROR
5434	Turicibacter sp. H121	404ERROR
5435	Turneriella parva DSM 21527	404ERROR
5436	uncultured Termite group 1 bacterium phylotype Rs-D17	404ERROR
5437	Ureaplasma parvum	0
5438	Ureaplasma parvum serovar 3	0
5439	Ureaplasma parvum serovar 3 str. ATCC 27815	0
5440	Ureaplasma parvum serovar 3 str. ATCC 700970	0
5441	Ureaplasma urealyticum serovar 10 str. ATCC 33699	0
5442	Vagococcus penaei	0
5443	Vagococcus teuberi	404ERROR
5444	Variibacter gotjawalensis	0
5445	Variovorax boronicumulans	0
5446	Variovorax paradoxus B4	0
5447	Variovorax paradoxus EPS	0
5448	Variovorax paradoxus S110	0
5449	Variovorax sp. PAMC 28711	404ERROR
5450	Variovorax sp. PMC12	404ERROR
5451	Veillonella parvula	0
5452	Veillonella parvula DSM 2008	0
5453	Veillonella rodentium	404ERROR
5454	Verminephrobacter eiseniae EF01-2	404ERROR
5455	Verrucomicrobia bacterium	404ERROR
5456	Verrucomicrobia bacterium IMCC26134	404ERROR
5457	Verrucosispora maris AB-18-032	0
5458	Vibrio alginolyticus	0
5459	Vibrio alginolyticus NBRC 15630 = ATCC 17749	0
5460	Vibrio anguillarum	['30', '34', '41', '44']
5461	Vibrio anguillarum 775	['30', '34', '41', '44']
5462	Vibrio anguillarum M3	['30', '34', '41', '44']
5463	Vibrio antiquarius	404ERROR
5464	Vibrio breoganii	404ERROR
5465	Vibrio campbellii	0
5466	Vibrio campbellii ATCC BAA-1116	0
5467	Vibrio campbellii CAIM 519 = NBRC 15631	0
5468	Vibrio cholerae	0
5469	Vibrio cholerae 2740-80	0
5470	Vibrio cholerae IEC224	0
5471	Vibrio cholerae M66-2	0
5472	Vibrio cholerae MJ-1236	0
5473	Vibrio cholerae MS6	0
5474	Vibrio cholerae O1 biovar El Tor	0
5475	Vibrio cholerae O1 biovar El Tor str. N16961	0
5476	Vibrio cholerae O1 str. 2010EL-1786	0
5477	Vibrio cholerae O1 str. KW3	0
5478	Vibrio cholerae O395	0
5479	Vibrio coralliilyticus	0
5480	Vibrio diabolicus	0
5481	Vibrio fischeri ES114	0
5482	Vibrio fluvialis	0
5483	Vibrio furnissii NCTC 11218	0
5484	Vibrio gazogenes	404ERROR
5485	Vibrio harveyi	['35']
5486	Vibrio hyugaensis	404ERROR
5487	Vibrio jasicida 090810c	404ERROR
5488	Vibrio mimicus	0
5489	Vibrio natriegens	0
